"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
108,9/30/2025 0:00:00,58,0,0,0,0,34779686,625379,0,44953689,0,34779686,625379,0,0,0,0,14,0,0,0,0,62025,0,0,0,0,0,0,0,0,653890,0,586977,0,0,0,0,0,0,0,0,0,0,0,54155,0,0,0,0,0,0,0,0,456374,15777,60535,205578,7475,104056,9564,0,0,0,0,6395,25939,4297437,0,0,5973233,0,0,0,0,191401,487563,0,0,0,0,205,1636,153,3541,161,142,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1240867,0,155699,278002,0,219371,0,251621,180255,0,0,0,0,0,0,0,565869,728027,0,0,0,0,0,0,0,0,0,0,9049094,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,2942,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,0,0,0,0,30656439,1340558,964536,39058829,0,30656439,1340558,964536,0,0,0,0,0,0,0,0,92024,0,0,0,0,0,0,0,0,1297863,0,161315,0,0,0,0,0,0,0,0,0,0,0,9083,0,0,0,0,0,0,0,0,170372,4802,55934,55763,17291,1814,0,0,0,0,0,5479,28479,0,0,0,0,0,0,0,0,0,0,0,0,0,34650,192,61,140,807,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1459178,0,48236,855048,0,308793,0,0,171317,0,0,0,0,0,0,0,20126,2536966,0,0,0,0,0,0,0,0,0,0,5781076,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,0,0,0,0,66013654,13846980,0,91614353,0,66013654,13846980,0,0,0,0,33,0,0,0,0,122024,0,0,0,0,0,0,0,0,387787,0,1620895,0,0,0,0,0,0,0,0,0,0,0,39164,0,0,0,0,0,0,0,0,597302,41312,113614,373919,7775,12249,41488,0,13577,0,0,4865,22987,318689,0,0,338217,0,0,0,0,483284,1360817,0,0,0,0,898,1512,405,3225,1099,0,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2008682,0,281157,1676559,0,-701543,0,92108,155895,0,0,0,0,0,0,0,386854,5793140,0,0,0,0,0,0,0,0,0,0,17218686,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,79729,0,0,0,0,0,0,0,0,0,11481029,0,0,124885,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,0,0,0,0,112522747,541742,0,123639979,0,112522747,541742,0,0,0,0,27,0,0,0,0,62025,0,0,0,0,0,0,0,0,3395399,0,1217106,0,0,0,0,0,0,0,0,0,0,0,555029,0,0,0,0,0,0,0,0,2084188,4516,299353,771019,162315,547120,149166,0,0,0,0,17401,48888,19440013,0,0,2315141,0,0,0,0,0,8124972,0,0,0,0,595,3706,125,10774,0,366,15566,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4612505,0,1070337,933019,0,505853,0,200800,0,0,0,0,0,0,0,0,720911,8767844,0,0,0,0,0,0,0,0,-342250,0,11001889,890,0,0,0,176133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,7681691,0,0,0,0,0,0,0,0,0,10040000,0,0,3731961,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9/30/2025 0:00:00,69,0,0,0,0,968321,0,0,1154412,0,968321,0,0,0,0,0,0,0,0,0,0,122024,0,0,0,0,0,0,0,0,12292,0,25397,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,20059,0,0,15548,225,2734,4066,0,0,0,0,0,55,29499,0,0,27736,0,0,0,0,0,109462,0,0,0,0,0,0,0,156,57,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37689,0,26540,303,0,24139,0,3333,0,0,0,0,0,0,0,0,1864,146667,0,0,0,0,0,0,0,0,0,0,182766,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2025 0:00:00,70,0,0,0,0,94409039,1943067,53778,113974076,0,94409039,1943067,53778,0,0,0,41,0,0,0,0,62025,0,0,0,0,0,0,0,0,2428403,0,1622387,0,0,0,0,0,0,0,0,0,0,0,309663,0,0,0,0,0,0,0,0,1323270,6785,152521,237845,27068,229816,828786,0,0,0,0,13761,28051,12913624,0,0,10615444,0,0,0,0,1421706,664815,0,0,0,788668,709,3527,258,7671,286,148,12599,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,4050790,0,1098331,811868,0,1489350,0,461679,33994,0,0,0,0,0,0,0,1043606,6276564,0,0,0,0,0,0,0,0,0,0,16635423,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,7123332,0,0,0,0,0,0,0,0,0,19725050,0,0,672151,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2025 0:00:00,72,0,0,0,0,38629505,90859,18306,43565157,0,38629505,90859,18306,0,0,0,66,0,0,0,0,62025,0,0,0,0,0,0,0,0,1203437,0,269404,0,0,0,0,0,0,0,0,0,0,0,290992,0,0,0,0,0,0,0,0,535707,1076,108938,230663,125,137383,193892,0,0,0,0,11818,9926,19152943,0,0,2927445,0,0,0,0,492171,469601,0,0,0,106071,111,3598,48,10120,27,0,13904,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1472841,0,397063,48070,0,553265,0,72987,2431,0,0,0,0,0,0,0,693282,2628477,0,0,0,0,0,0,0,0,0,0,4691376,1077,0,0,0,22458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,19630306,0,0,0,0,0,0,0,0,0,3650000,0,0,747052,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9/30/2025 0:00:00,74,0,0,0,0,5158433,0,0,5654530,0,5158433,0,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,130449,4606,23369,0,0,0,0,0,0,0,0,0,0,0,3839,0,0,0,0,0,0,0,0,26428,0,0,9263,0,1878,3465,0,0,0,0,1032,744,1772980,0,0,1539918,0,0,0,0,0,25085,0,0,0,0,0,0,0,353,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,149212,0,3839,94688,0,13753,0,0,0,0,0,0,0,0,0,0,0,364794,0,0,0,0,0,0,0,0,0,0,480779,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499021,0,0,25085,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2025 0:00:00,75,0,0,0,0,1423297,0,0,1584029,0,1423297,0,0,0,0,0,1,0,0,0,0,42024,0,0,0,0,0,0,0,0,40387,0,12147,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4844,0,0,4583,0,0,876,0,0,0,0,0,0,798434,0,0,270656,0,0,0,0,0,16508,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52534,0,3,27756,0,14478,0,10771,0,0,0,0,0,0,0,0,0,62827,0,0,0,0,0,0,0,0,0,0,160043,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2025 0:00:00,77,0,0,0,0,378162737,21053237,3933021,447073952,0,378162737,21053237,3933021,0,0,0,141,0,0,0,0,62025,0,0,0,0,0,0,0,0,12365011,0,4484805,0,0,0,0,0,0,0,0,0,0,0,1274016,0,0,0,0,0,0,0,0,6871916,105788,320543,2626081,720426,1256559,574882,0,24306,0,0,62583,186299,23863301,0,0,32301191,0,0,0,0,17377139,13821545,0,0,0,0,1899,12710,588,31868,0,1788,48853,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,16849816,0,2825008,3687302,0,863509,0,0,0,0,0,0,0,0,0,0,4733486,28679106,0,0,0,0,0,0,0,0,0,0,42468578,950,0,0,0,58652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,4555028,0,0,0,0,0,0,0,0,0,111817250,0,0,7291588,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,9/30/2025 0:00:00,78,0,0,0,0,953282533,28944077,8541184,1126871745,0,954048363,28944077,8541184,0,0,0,446,0,0,0,0,122024,0,0,0,0,0,0,0,0,34318759,0,7402452,0,0,0,0,0,0,0,0,0,0,0,2049393,0,0,0,0,0,0,0,0,16625648,234304,1155189,5582633,981685,4195423,1027085,0,0,0,0,150067,109594,80072079,0,0,44436778,0,0,0,0,54678615,81027668,0,0,-2598,41544,8119,36127,2722,70173,0,2705,120215,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1,0,0,0,0,0,0,41721211,0,5817293,12203346,0,729205,0,435502,3760658,0,0,0,0,0,0,1096498630,3237235,187971529,0,0,0,0,0,0,0,0,0,0,133931587,1220,0,78017452,0,260372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,103707226,0,0,0,0,0,0,0,0,0,189010938,0,0,1144231,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,9/30/2025 0:00:00,80,0,0,0,0,301699,0,0,381370,0,301699,0,0,0,0,0,1,0,0,0,0,102024,0,0,0,0,0,0,0,0,5688,0,8059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,150,6930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39302,0,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13747,0,0,2675,0,-8653,0,0,0,0,0,0,0,0,0,0,20,47670,0,0,0,0,0,0,0,0,0,0,79671,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2025 0:00:00,83,0,0,0,0,1949673626,41386279,2350195,2717550747,0,1961460427,49439713,3434005,0,0,0,1100,0,0,0,0,122024,0,0,0,0,0,0,0,0,88164893,0,18951063,0,0,0,0,0,0,0,0,0,0,0,14251908,0,0,0,0,0,0,0,0,35925529,634276,3621626,8328191,1994573,4570013,7975218,0,0,0,0,339610,1340121,264391425,0,0,41472784,0,0,0,0,34932731,78293800,0,0,-100978,0,14864,88299,2449,94727,13064,6186,223609,0,0,0,0,0,0,0,0,0,0,0,0,0,489,7,0,0,0,0,0,0,107115956,0,36271778,36957462,0,34994583,0,1150000,704,0,0,0,0,0,0,2621500010,11125695,108999821,0,0,0,0,0,0,0,-1423301,0,0,353250430,1346,0,1326925818,0,417110,0,300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,77256028,0,0,0,0,0,305631867,30000000,0,335631867,937446977,0,0,29646621,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,9/30/2025 0:00:00,85,0,0,0,0,151131340,5659284,745970,176444163,0,151131340,5659284,745970,0,0,0,67,0,0,0,0,122024,0,0,0,0,0,0,0,0,4218776,0,1517970,0,0,0,0,0,0,0,0,0,0,0,426688,0,0,0,0,0,0,0,0,2277858,17693,456652,1112949,69496,409499,501551,0,0,0,0,25216,30228,9684027,0,0,15913563,0,0,0,0,4558726,5963341,0,0,-2320,0,706,7780,579,13086,0,608,22759,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,5736746,0,898867,807915,0,449556,0,0,0,0,0,0,0,0,0,0,783903,15365164,0,0,0,0,0,0,0,0,0,0,18042964,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33118936,0,0,302310,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,9/30/2025 0:00:00,87,0,0,0,0,615605070,8033552,1737051,709354074,0,615605070,8033552,1737051,0,0,0,133,0,0,0,0,122024,0,0,0,0,0,0,0,0,20838966,0,5411533,0,0,0,0,0,0,0,0,0,0,0,4861555,0,0,0,0,0,0,0,0,11884432,146688,684669,1398442,485314,1361956,2103917,0,0,0,0,89352,133958,97567396,0,0,12922745,0,0,0,0,5969557,15374115,0,0,4171,208315,7037,27787,1506,46426,0,3360,86116,0,0,0,0,0,0,0,0,0,0,0,0,0,168,6,0,0,0,0,0,0,26270187,0,8377876,9559343,0,6855372,0,1500000,1202536,0,0,0,0,0,0,0,9521318,56680250,0,0,0,0,0,0,0,0,0,0,73624123,1038,0,331011013,0,90766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342140137,0,0,2589470,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,9/30/2025 0:00:00,88,0,0,0,0,33334581,0,0,39629936,0,35176581,0,0,0,0,0,10,0,0,0,0,92025,0,0,0,0,0,0,0,0,1076540,0,282362,0,0,0,0,0,0,0,0,0,0,0,154903,0,0,0,0,0,0,0,0,577969,32743,97317,395848,52581,53333,124812,0,0,0,0,5647,13816,7357122,0,0,10278187,0,0,0,0,0,462097,0,0,0,0,18,1188,13,4894,358,32,6506,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1358902,0,273375,113164,0,88957,0,49318,376,0,0,0,0,0,0,0,364272,298264,0,0,0,0,0,0,0,0,0,0,3574269,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,9547822,0,0,0,0,0,555380,0,0,555380,5000000,0,0,127246,1739.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,9/30/2025 0:00:00,89,0,0,0,0,950600,0,0,1657587,0,950600,0,0,0,0,0,7,0,0,0,0,122024,0,0,0,0,0,0,0,0,52389,0,13943,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,53307,0,0,3765,750,0,7653,0,3116,0,0,0,7301,0,0,0,0,0,0,0,0,0,506695,0,0,0,0,0,0,0,295,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70679,0,2395,9152,0,-11970,0,830,0,0,0,0,0,0,0,0,10,954509,0,0,0,0,0,0,0,-224,0,0,707211,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2025 0:00:00,92,0,0,0,0,1441433447,7099971,4193038,1728331833,0,1441433447,7099971,4193038,0,0,0,234,0,0,0,0,32025,0,0,0,0,0,0,0,0,40841025,0,12802853,0,0,0,0,0,0,0,0,0,0,0,5167063,0,0,0,0,0,0,0,0,23411054,360050,2490359,6773192,2920316,1983462,3485022,0,652,0,0,233022,293603,253773433,0,0,119226919,0,0,0,0,36439954,39630076,0,0,-66051,0,7199,98285,3096,167576,20,116,276292,0,0,0,0,0,0,0,0,0,0,0,0,0,307,19,0,0,0,0,0,0,53643878,0,14023693,11373721,0,9058132,0,907843,508242,0,0,0,0,0,0,0,10439636,228677632,0,0,0,0,0,0,0,0,0,0,273123079,1580,0,54548979,0,90898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473974277,0,0,30837343,1700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,9/30/2025 0:00:00,100,0,0,0,0,22816821,637310,131240,27347620,0,22816821,637310,131240,0,0,0,17,0,0,0,0,122024,0,0,0,0,0,0,0,0,531141,0,462364,0,0,0,0,0,0,0,0,0,0,0,133232,0,0,0,0,0,0,0,0,459014,2366,127389,190847,19669,71263,389167,0,352,0,0,0,-65749,2848550,0,0,1477792,0,0,0,0,0,851350,0,0,0,0,73,2411,39,4253,0,67,6843,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,993505,0,709423,34923,0,114451,0,196213,0,0,0,0,0,0,0,0,303586,5466280,0,0,0,0,0,0,0,0,0,0,3652573,1331,0,0,0,79469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,86678,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9/30/2025 0:00:00,104,0,0,0,0,18629651,188202,0,20589951,0,18629651,188202,0,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,627626,0,197622,0,0,0,0,0,0,0,0,0,0,0,121718,0,0,0,0,0,0,0,0,247450,8450,16447,97323,9196,79335,123312,0,0,0,0,2647,13077,6206267,0,0,3224803,0,0,0,0,148207,333383,0,0,2883,0,156,840,48,2464,0,0,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,825248,0,137243,235524,0,100378,0,6091,0,0,0,0,0,0,0,0,156792,7059589,0,0,0,0,0,0,0,0,0,0,1716431,834,0,0,0,38492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113207,0,0,0,0,0,0,0,0,0,500000,0,0,35131,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9/30/2025 0:00:00,105,0,0,0,0,1951865401,483071212,90765895,2914499508,0,1982770146,483071212,90765895,0,0,0,1260,0,0,0,0,122024,0,0,0,0,0,0,0,0,112224617,0,8019901,0,0,0,0,0,0,0,0,0,0,0,21675670,0,0,0,0,0,0,0,0,48532918,956564,5857787,19293279,9018923,5172290,1590178,0,0,0,0,366055,2416226,695964599,0,0,311163783,0,0,0,0,153637430,119575587,0,0,-30338,0,15789,119247,6702,551899,0,11018,704656,0,0,0,0,0,0,0,0,0,0,0,0,0,530,7,0,0,0,0,0,0,120244518,0,43308962,37918771,0,10180489,2116832,0,1578453,0,44000000,0,0,2910269453,0,0,40481484,143219379,0,0,0,0,0,0,0,0,-614776,-2300000,338707760,1161,0,618200056,0,1610466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49849,1015542991,0,0,0,0,0,0,0,0,0,651458206,0,0,8147596,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
