"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
15234,9/30/2025 0:00:00,7887,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122756,108080,0,0,122756,108080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114000,2101667,0,0,2236756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236756,0,0,0,0,0,0,1219000,895000,0,0,122756,2236756,0,0,0,0,0,0,0,0,40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610830,10006,0,0,10006,0,0,0,31674,1589162,0,1589162,0,0,0,0,0,0,0,0,0,0,0,0,0
15248,9/30/2025 0:00:00,7895,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,1500000,1457945,0,0,0,0,0,0,1500000,1457945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939000,0,0,0,0,939000,0,0,0,1500000,1585179,129569,0,0,253219,1967967,2524179,1629569,0,0,253219,4406967,0,0,0,0,0,0,0,0,3146663,2039134,0,0,0,0,4968094,0,0,0,1964263,0,916259,0,0,0,6561260,454989,0,0,454989,0,0,0,614895,6401354,0,6401354,0,0,0,0,0,0,0,0,0,0,0,0,0
15265,9/30/2025 0:00:00,7904,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,850000,0,0,0,0,0,0,0,0,1044,1044,850000,0,0,0,1044,851044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838491,33599,0,0,33599,0,0,0,50420,821670,0,821670,0,0,0,0,0,0,0,0,0,0,0,0,0
15296,9/30/2025 0:00:00,7918,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318932,225545,0,0,0,544477,0,0,0,0,6100,0,0,0,0,6100,325032,225545,0,0,0,550577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211506,6365,0,0,6365,0,0,0,11070,206801,0,206801,0,0,0,0,0,0,0,0,0,0,0,0,0
15297,9/30/2025 0:00:00,7919,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648000,0,0,0,0,3648000,0,0,0,0,0,0,0,0,0,0,3648000,0,0,0,0,3648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164833,30000,0,0,30000,0,0,0,86353,1108480,0,1108480,0,0,0,0,0,0,0,0,0,0,0,0,0
15304,9/30/2025 0:00:00,7920,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143000,2339038,0,0,0,3482038,0,0,0,0,76800,0,0,0,0,76800,1219800,2339038,0,0,0,3558838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434254,145452,0,0,145452,0,0,0,261841,3317865,0,3317865,0,0,0,0,0,0,0,0,0,0,0,0,0
15307,9/30/2025 0:00:00,7922,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88660956,0,0,26923754,0,35088107,0,0,0,0,0,1382780,0,0,1500000,0,0,9143377,9029501,0,0,11550000,11326651,0,0,7683569,6755708,0,0,19233569,18082359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984000,2961205,0,0,0,0,0,0,2984000,28376946,27111860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83536,83536,83536,1392000,2237000,3729000,0,0,7358000,83536,0,27111859,2984000,0,0,0,0,909025,909025,15659656,9363064,10346916,2084765,992019,38446420,0,0,0,0,0,0,0,0,0,0,0,0,401432,122860,0,0,1171035,0,793591,0,0,0,0,0,12461185,392097,0,0,392097,0,0,0,1310220,11543062,0,11543062,0,0,0,0,0,0,0,0,0,0,0,0,0
15317,9/30/2025 0:00:00,7930,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16556061,0,0,0,0,0,35599431,35931110,0,0,16506517,15996262,0,0,27591460,22227339,0,0,44097977,38223601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9202000,9202000,0,0,0,0,0,0,88899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6723000,18174000,10458000,0,0,35355000,0,0,0,88899409,0,412832,0,0,0,412832,30003323,32437199,41290747,20213282,722690,124667241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364950,0,0,0,0,0,0,0,41278338,1452751,0,0,1452751,0,0,0,2711767,40019322,0,40019322,0,0,0,0,0,0,0,0,0,0,0,0,0
15324,9/30/2025 0:00:00,7936,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350000,7396672,0,0,7350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350000,30000,0,0,0,0,30000,2630000,2750000,2000000,0,0,7380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563907,55288,0,0,55288,0,0,0,214238,2404957,0,2404957,0,0,0,0,0,0,0,0,0,0,0,0,0
15327,9/30/2025 0:00:00,7938,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,246318,0,0,0,0,0,0,250000,246318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240000,2206908,0,0,0,0,0,0,2490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490000,0,215232,0,0,78321,293553,2490000,215232,0,0,78321,2783553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070171,1310266,0,0,12512791,2482346,0,0,2482346,0,0,0,696170,14298967,0,14298967,0,0,0,0,0,0,0,0,0,0,0,0,0
15328,9/30/2025 0:00:00,7939,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16748303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354145,2354145,2354145,7048000,18602000,992000,0,0,26642000,2354145,0,0,0,0,0,0,0,123655,123655,7048000,20956145,992000,0,123655,29119800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16088433,155566,0,0,155566,0,0,0,1039859,15204140,0,15204140,0,0,0,0,0,0,0,0,0,0,0,0,0
15358,9/30/2025 0:00:00,7958,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32431000,32431000,0,0,0,0,0,0,32431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28064,0,28064,28064,7900000,0,0,0,0,7900000,28064,0,0,32431000,0,1189807,0,0,0,1189807,22634064,18914807,0,0,0,41548871,0,0,11234,11234,2400000,282726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11532633,0,0,0,31056838,2723511,0,0,2723511,0,0,0,2563417,31216932,0,31216932,0,0,0,0,0,0,0,0,0,0,0,0,0
15370,9/30/2025 0:00:00,7966,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235000,6201604,0,0,0,0,0,0,6235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235000,0,0,0,0,0,0,1348000,3080000,1807000,0,0,6235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880768,54295,0,0,54295,0,0,0,59913,1875150,0,1875150,0,0,0,0,0,0,0,0,0,0,0,0,0
15375,9/30/2025 0:00:00,7970,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7719000,0,0,0,0,7719000,0,0,0,0,47218,0,0,0,0,47218,7766218,0,0,0,0,7766218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988034,221555,0,0,221555,0,0,0,127556,4082033,0,4082033,0,0,0,0,0,0,0,0,0,0,0,0,0
15377,9/30/2025 0:00:00,7971,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5379041,0,0,0,0,5379041,5379041,0,0,0,0,5379041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268497,53979,0,0,53979,0,0,0,242496,4079980,0,4079980,0,0,0,0,0,0,0,0,0,0,0,0,0
15386,9/30/2025 0:00:00,7975,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750000,9994000,4000000,0,0,20744000,0,0,0,0,0,0,0,0,25420,25420,6750000,9994000,4000000,0,25420,20769420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392378,89160,0,0,89160,0,0,0,294634,3186904,0,3186904,0,0,0,0,0,0,0,0,0,0,0,0,0
15393,9/30/2025 0:00:00,7979,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7566966,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16415000,17548000,5510000,0,0,39473000,0,0,0,500000,0,61899,0,0,128399,190298,16665000,17859899,5510000,0,128399,40163298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11268786,91917,0,0,91917,0,0,0,1951833,9408870,0,9408870,0,0,0,0,0,0,0,0,0,0,0,0,0
15394,9/30/2025 0:00:00,7980,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129299500,0,16260948,0,0,0,69655984,0,0,0,0,0,0,0,96453785,92894063,0,0,10217085,9679102,0,0,31445939,28835080,0,0,41663024,38514182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138116809,131408245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131408245,0,0,386640,0,0,0,386640,39216686,61894760,21574555,9108884,0,131794885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43764279,1706226,0,0,1706226,0,0,0,4460267,41010238,0,41010238,0,43391438,29159321,13052549,1179568,0,131408245,92894063,38514182,0,0,0,0
15426,9/30/2025 0:00:00,8000,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0,0,0,0,0,0,0,0,0,15495835,14373260,0,0,21583660,18325843,0,0,37079495,32699103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37079495,32699103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647000,1945000,249000,0,0,3841000,0,0,32699103,0,68957,619929,450336,444316,2475551,4059089,1829835,10111752,7740726,16712851,4204028,40599192,0,0,0,0,0,1283327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45306,0,0,0,12808054,712421,0,0,712421,0,0,0,582286,12938189,0,12938189,0,0,0,0,0,0,0,0,0,0,0,0,0
15433,9/30/2025 0:00:00,8003,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492000,2500688,0,0,2492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422000,1500000,1496000,0,0,4418000,0,0,0,2492000,0,0,0,0,93234,93234,2168000,2248000,2494000,0,93234,7003234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973358,199182,0,0,199182,0,0,0,116306,3056234,0,3056234,0,0,0,0,0,0,0,0,0,0,0,0,0
15438,9/30/2025 0:00:00,8008,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,250000,252050,0,0,9970000,9967364,0,0,0,0,0,0,9970000,9967364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,200000,0,0,0,500000,0,0,0,10220000,70700,0,0,0,350841,421541,4299700,4626000,1865000,0,350841,11141541,0,0,0,0,0,0,0,0,0,0,0,0,258327,0,0,0,0,0,0,0,0,0,0,0,6174481,263252,0,0,263252,0,0,0,513214,5924519,0,5924519,0,0,0,0,0,0,0,0,0,0,0,0,0
15451,9/30/2025 0:00:00,8017,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251000,247756,0,0,0,0,0,0,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000,1850000,0,0,0,5750000,0,0,0,251000,0,0,0,0,69641,69641,4151000,1850000,0,0,69641,6070641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848574,49046,0,0,49046,0,0,0,75159,1822461,0,1822461,0,0,0,0,0,0,0,0,0,0,0,0,0
15454,9/30/2025 0:00:00,8019,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58302,500,0,0,500,0,0,0,1814,56988,0,56988,0,0,0,0,0,0,0,0,0,0,0,0,0
15459,9/30/2025 0:00:00,8023,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42986,0,0,0,0,42986,42986,0,0,0,0,42986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325667,2773141,1150072,220000,0,0,220000,0,0,0,65218,1304854,0,1304854,0,0,0,0,0,0,0,0,0,0,0,0,0
15467,9/30/2025 0:00:00,8028,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012614,10077522,0,0,1999227,2008706,0,0,838737,848924,0,0,2837964,2857630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12850578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000,4248000,0,0,0,13748000,0,0,0,12850578,0,0,0,0,199657,199657,13515688,12249982,829015,3893,199657,26798235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21480315,804697,0,0,804697,0,0,0,1413570,20871442,0,20871442,0,0,0,0,0,0,0,0,0,0,0,0,0
15483,9/30/2025 0:00:00,8038,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7960940,0,10977129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28354860,27740787,0,0,61800763,57800845,0,0,90155623,85541632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224184,6230692,0,0,1220000,1202168,0,0,0,0,0,98599807,92974492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92974492,0,678585,0,0,0,0,678585,18376590,29441553,30207406,15335861,291667,93653077,0,0,0,0,0,742903,0,0,0,0,0,0,0,0,0,746240,0,0,0,0,0,0,0,0,22139630,471806,0,0,471806,0,0,0,2069423,20542013,0,20542013,0,0,0,0,0,0,0,0,0,0,0,0,0
