"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
47,9/30/2025 0:00:00,30,10/22/2025 10:12:26 PM,2331747,142652,0,56849610,0,49667778,49667778,0,0,375,833,1235,22868205,222,4927266,2791,0,0,0,0,0,0,0,2361,2361,0,0,0,514211,0,0,0,0,0,0,1575,1200,635,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12267512,0,0,0,1070214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488214,0,0,0,0,261411,0,0,8421265,1745415,14245551,15018995,12214590,0,6920421,0,0,375,0,0,0,0,0,0,0,0,0,5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65319,39768,206922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2025 0:00:00,31,10/9/2025 10:07:53 PM,1361866,44193,0,64204652,0,51089751,51089751,0,143296,15867,0,2428,22703845,428,6385635,309039,0,0,0,0,0,0,0,3961,24000,0,0,0,479473,0,0,0,0,0,0,1000,1454,496,692,325444,47276,0,0,0,0,43039,0,0,0,0,0,0,0,30448531,0,0,0,1858436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492260,0,0,0,0,256130,0,0,7080425,1680573,11139951,11831372,0,0,13506000,0,0,570,0,0,0,0,0,0,0,0,0,244539,0,24019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70186,41899,7179284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,9/30/2025 0:00:00,32,10/29/2025 11:09:00 PM,59099503,30995299,0,9024142199,0,7971092652,7971192652,0,16865454,6827646,9926465,365221,6862531258,33100,1527070132,53674072,0,0,0,0,0,0,0,510624,1763996,0,0,8387073,102508384,0,0,0,0,0,1,1249,1275,474,599,17482851,3894466,0,0,0,0,41398677,0,0,0,0,0,0,0,1880799843,0,0,0,224356257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71309947,0,0,0,0,101383438,250000000,100000,1523021574,174307284,1378160309,1629455814,2676413855,0,486301003,0,0,27095,0,0,0,0,0,0,0,0,0,25880999,0,5340102,0,0,0,0,0,0,0,0,0,0,821122613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22227965,2414517,167448007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9/30/2025 0:00:00,33,10/30/2025 10:48:36 PM,1363168,147399,0,60950141,0,54419700,54419700,0,91469,95900,0,2515,38916626,239,6390127,292186,0,0,0,0,0,0,0,5106,24071,0,0,78,190488,0,0,0,0,0,0,1045,860,515,535,148385,23435,0,0,0,0,0,0,0,0,0,0,0,0,26708435,0,0,0,2038801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504502,0,0,0,0,1111842,0,0,15689150,989124,2632427,2735488,8221460,0,6099569,0,0,351,0,0,0,0,0,0,0,0,0,276487,0,148414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133656,37010,6187019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2025 0:00:00,35,10/31/2025 12:01:01 AM,15442881,717663,0,497781951,0,441773029,441773029,0,1968924,1165046,644804,24832,330972433,4517,213771382,5020790,0,0,0,0,0,0,0,37177,1009437,0,0,285,4837001,0,0,0,0,0,0,1549,1149,624,699,2106908,322606,0,0,0,2878646,1524089,0,0,0,0,0,0,0,105376745,1629107,0,0,15188035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210894,0,0,0,0,6665945,0,0,103799219,10271647,97705005,104330102,114944868,0,50618879,0,0,7772,0,0,0,0,0,0,0,0,0,3850449,0,80439,0,0,0,0,0,0,0,0,0,0,35418281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620608,957804,17116884,0,0,0,0,0,6250669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2025 0:00:00,41,11/20/2025 9:28:41 AM,1876702,485416,0,202766423,0,184960788,184960788,0,114881,0,5486,5268,104987951,1250,54570121,443912,0,0,0,0,0,0,0,16780,891342,0,0,0,594118,0,0,0,0,0,0,0,1221,347,556,599097,164153,0,0,0,854626,12932248,0,0,0,0,0,0,0,80234242,0,0,0,6959921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784984,0,0,0,0,1625851,0,0,53502120,9715965,18501360,18738188,9838025,0,17555435,0,0,3202,0,0,0,0,0,0,0,0,0,1080921,0,0,0,0,0,0,0,0,0,0,0,0,10938824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237106,87496,2775393,0,0,0,0,0,1338725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9/30/2025 0:00:00,43,10/17/2025 12:02:16 AM,38410901,5427654,0,895459823,0,806446441,806549558,0,300099,564929,261945,25247,663412685,4055,187112886,1602414,0,0,0,0,0,0,0,43824,155505,0,0,1538335,9289340,0,0,0,0,0,3,1400,1800,689,689,3389561,1697690,0,0,0,0,431953,0,0,0,0,0,0,0,194048914,0,0,0,24469274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7044397,0,0,0,0,3721956,0,103117,230103942,15889685,221220515,256881453,101252012,0,90050259,0,0,5654,0,0,0,0,0,0,0,0,0,1664243,0,162605,0,0,0,0,0,0,0,0,0,0,64647640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337856,436449,16517105,0,0,0,0,0,2385394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9/30/2025 0:00:00,46,10/30/2025 11:37:46 PM,7372197,635058,0,311470628,0,264207896,264207896,0,238227,496082,992990,9935,198491484,611,32450202,1908870,0,0,0,0,0,0,0,22876,1280844,0,0,0,2223940,0,0,0,0,0,0,1220,1200,632,699,1068385,366545,0,0,0,0,0,0,0,0,0,0,0,0,88924959,8597717,0,0,6333804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361654,0,0,0,0,5377138,0,0,79889550,4420259,23832117,26621112,63312066,0,33201764,0,0,4502,0,0,0,0,0,0,0,0,0,1417827,0,37439,0,0,0,0,0,0,0,0,0,0,23376959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574546,292827,10228221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9/30/2025 0:00:00,49,10/17/2025 12:03:08 AM,0,1927,0,7734894,0,2579327,2579327,0,44276,5279,12624,432,3606949,82,1081946,86213,0,0,0,0,0,0,0,1381,2000,0,0,0,4225,0,0,0,0,0,0,1299,1328,413,555,38636,14572,0,0,0,1109,45962,0,0,0,0,0,0,0,2533365,0,0,0,248749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27481,0,0,0,0,120801,0,0,0,0,0,0,0,0,5033657,0,0,104,0,0,0,0,0,0,0,0,0,104718,0,4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7557,20277,25084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,9/30/2025 0:00:00,54,10/22/2025 10:21:41 PM,0,0,0,11560584,0,9331092,9331092,0,0,0,0,307,4386510,59,680730,0,0,0,0,0,0,0,0,1235,2000,0,0,0,15687,0,0,0,0,0,0,0,760,476,567,560,0,0,0,0,0,0,0,0,0,0,0,0,0,8224795,0,0,0,216858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99961,0,0,0,0,3498,0,0,515256,0,383279,591040,0,0,2138575,0,0,68,0,0,0,0,0,0,0,0,0,26366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7655,32206,33288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2025 0:00:00,57,10/29/2025 10:45:27 PM,939472,46938,0,76836001,0,65086636,65086636,0,204739,95101,17131,3913,23968852,361,7774082,368602,0,0,0,0,0,0,0,4733,20000,0,0,0,583618,0,0,0,0,0,0,1173,1168,637,754,159111,43014,0,0,0,358801,0,0,0,0,0,0,0,0,19191508,0,0,0,1700495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607995,0,0,0,0,-517303,0,0,9258970,5571360,14976149,17583289,11921399,0,11907867,0,0,2322,0,0,0,0,0,0,0,0,0,283066,0,80687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69095,139555,3107538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2025 0:00:00,58,10/28/2025 10:17:55 PM,493248,49442,0,44953689,0,35405064,35405064,0,51214,68943,11764,1222,14713783,219,4470210,176642,0,0,0,0,0,0,0,3922,30000,0,0,0,278002,0,0,0,0,0,0,1250,1316,522,631,24339,2342,0,0,0,0,183770,0,0,0,0,0,0,0,14250222,0,0,0,891693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350105,0,0,0,0,319276,0,0,4595993,3653882,7925932,8403915,4169887,0,9049094,0,0,270,0,0,0,0,0,0,0,0,0,50112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,10/2/2025 10:01:17 PM,1311204,9179,0,39058829,0,32961532,32961532,0,0,0,0,96,31983167,12,4306070,0,0,0,0,0,0,0,0,599,1500,0,3639,0,855048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17152171,507605,0,0,339934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270019,0,0,0,0,144904,0,0,168562,634940,12700766,12700766,0,0,5273471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6077334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,10/21/2025 2:20:41 PM,0,1286,0,91614353,0,79860634,79860634,0,40996,25559,30214,1099,10864956,241,740441,130263,0,0,0,0,0,0,0,3739,15000,0,0,41104,1635455,0,0,0,0,0,0,968,1168,437,595,46104,15050,0,0,0,-701543,1358496,0,0,0,0,0,0,0,29546663,0,0,0,1229088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725104,0,0,0,0,202225,0,0,4230201,3875899,27002395,37662177,0,0,17489953,0,0,39,0,0,0,0,0,0,0,0,0,26029,0,18810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138977,206464,3598002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,10/30/2025 11:49:20 PM,5659028,411017,0,123639979,0,113064489,113064489,0,251699,254614,0,2606,66813249,828,38585822,840229,0,0,0,0,0,0,0,8814,1046685,0,0,0,933019,0,0,0,0,0,0,0,1334,621,613,279423,204650,0,0,0,0,0,0,0,0,0,0,0,0,60647395,1019335,0,0,4083966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115052,0,0,0,0,-82721,0,0,16264530,1479222,21738181,22179218,12393419,0,9981126,0,0,1008,0,0,0,0,0,0,0,0,0,533053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266494,125104,519186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9/30/2025 0:00:00,69,10/28/2025 10:01:34 PM,0,0,0,1154412,0,968321,968321,0,0,0,0,29,166697,16,84699,0,0,0,0,0,0,0,0,146,300,0,-2900,0,303,0,0,0,0,0,0,0,1200,400,600,1171,3896,0,0,0,-1384,57853,0,0,0,0,0,0,0,910468,0,0,0,42687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8922,0,0,0,0,3325,0,0,0,0,0,0,0,0,184150,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2025 0:00:00,70,11/14/2025 10:01:44 PM,280688,482146,0,113974076,0,96405884,96405884,0,138135,130372,61931,4581,58136660,492,11921496,369332,0,0,0,0,0,0,0,8359,800000,0,0,0,811868,0,0,0,0,0,0,1250,1070,509,675,121716,33197,0,0,0,0,569898,0,0,0,0,0,0,0,45151109,0,0,0,2847903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952842,0,0,0,0,900635,0,0,18931227,3309551,21646527,23088645,4800727,0,11580882,0,0,1417,0,0,0,0,0,0,0,0,0,186650,0,44040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163402,289460,352288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2025 0:00:00,72,10/23/2025 10:09:05 PM,1501198,100253,0,43565157,0,38738671,38738671,0,189315,74696,7373,2027,28258610,308,8631136,494063,0,0,0,0,0,0,0,9353,107848,0,0,0,48070,0,0,0,0,0,0,990,1200,645,845,54413,18306,0,0,0,545425,4159,0,0,0,0,0,0,0,24561548,951797,0,0,1229528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365197,0,0,0,0,134400,0,0,11583885,840286,1639627,1726016,0,0,3194154,0,0,913,0,0,0,0,0,0,0,0,0,551321,0,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87454,29144,47788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9/30/2025 0:00:00,74,10/15/2025 10:10:16 PM,0,0,0,5654530,0,5158433,5158433,0,0,0,0,205,4180476,54,1246451,0,0,0,0,0,0,0,0,352,400,0,1800,0,94688,0,0,0,0,0,0,0,1800,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158433,76358,0,0,42810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51066,0,0,0,0,15318,0,0,0,0,0,0,0,0,404421,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3935,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2025 0:00:00,75,10/10/2025 10:01:57 PM,0,50,0,1584029,0,1423297,1423297,0,0,0,0,58,1225905,18,407900,2375,0,0,0,0,0,0,0,122,180,0,0,0,27756,0,0,0,0,0,0,0,1000,500,550,0,0,0,0,0,14478,0,0,0,0,0,0,0,0,1423297,14148,0,0,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14366,0,0,0,0,689,0,0,0,0,0,0,0,0,131417,0,0,32,0,0,0,0,0,0,0,0,0,39842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2025 0:00:00,77,10/28/2025 10:54:00 PM,4147791,434673,0,447073952,0,403148994,403148994,0,1453466,108378,1443776,15756,289835974,869,50093940,3569744,0,0,0,0,0,0,0,25416,1000000,0,0,563917,3123385,0,0,0,0,0,0,1250,1150,404,568,1836492,305524,0,0,0,0,0,0,0,0,0,0,0,0,139296593,0,0,0,12749383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533285,0,0,0,0,5561647,0,0,95067326,8619758,39760600,58333635,95418460,0,42229290,0,0,1263,0,0,0,0,0,0,0,0,0,1491538,0,151612,0,0,0,0,0,0,0,0,0,0,10693198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280368,901517,27970670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
